title,product,rating,text,rew_body,reviews
Logitech Harmony 700 Rechargeable Remote with Color Screen (Discontinued by Manufacturer),Electronics,5,Nice remote! Not only did it replace four remotes but it's extremely easy use. The only drawback is you have to recharge about once a week but it's not worth removing a star for. All in all this is a good remote and I would recommend this to anyone and I have.,0.9115,positive
Ultimate Ears TripleFi 10 Noise Isolating Earphones,Electronics,4,"Yes, it was better than my old image 2i but definitely not $200 better, and it is fairly large if you were wondering.",0.5008,positive
"Cheetah Mounts APDAM3B Dual Articulating Arm TV Wall Mount Bracket for 20-65” TVs up to VESA 400 and 115lbs, Mounts to Two 16"" studs and includes a Twisted Veins 10’ HDMI Cable and a 6” 3-Axis Magnetic Bubble Level",Electronics,5,havent yet installed but it looks nice,0.5719,positive
iFrogz Coda Headphones with Mic,Electronics,5,Great,0.6249,positive
Audio Technica ATH-ANC23 QuietPoint Active Noise-Cancelling In-Ear Headphones,Electronics,5,"So far so good ! Crisp Highs, Acceptable Bass, Make sure you use the in line volume control and not just the volume on your MP3",0.8386,positive
Sony Budstyle Headphones,Electronics,5,Love these headphones. This is my second pair...the first was that good that I had to get another. They sound great and the bass level is really good.,0.9371,positive
C&E 3D High Speed and Ethernet 15,Electronics,5,I got them in speed time and both of them work. Very happy will buy more if needed. Thxs alot,0.6115,positive
"Verbatim 4.7GB up to 16x White Inkjet Printable Recordable Disc DVD+R, 50-Disc Spindle 95136",Electronics,4,"These disks work fine, have not have any problem printing on them, or writing to them. Wish they didn't has such a prominent logo on the inner ring, picky, I know, hence the 4 stars.",0.794,positive
"Sony Micro Hi-fi Shelf System with Single Disc Cd Player, Bluetooth, USB Input, 2-Way, Bass Reflex Speakers, AM/FM Radio With 30 Station Presets (20 Fm / 10 Am), Clock with Separate Sleep and Play Timers, Selectable Bass Boost and Adjustable Bass/treble, Rear Auxiliary Inputs, Remote Control, Black Finish",Electronics,4,"I like the unit.  The bluetooth was easly to set up and is great so I can play audio books over it or music from my iPhone.  I have owned an Onkyo unit which seemed to have a bit better sound (clarity in the mid range) and volume (I could get it louder so I could hear it in other rooms).  I am not a big fan of the button and knob functions, I find it a bit of pain to tune the radio and use the presets.  The quality seems to be there and the remote is nice.",0.9082,positive
Discgear Selector 100 Auto Disc Retrieval System (Discontinued by Manufacturer),Electronics,5,"This thing is pretty sweet.  It was easy to enter all the names into the online thing and then sort the list alphabetically and print it out.  I like this thing and recommend it.  I'm just not sure what to do if you have more than 100 discs...I have a lot more than that and am thinking about buying more of these but I'm not sure if I can create a \\""Master List\\"" or anything like that.  It would be cool if I could.  Does anybody know if that's possible or what to do if you have like, five of these things?<br />Regardless, this works well and it pretty cool.",0.9736,positive
AC Adapter Charger for Apple Powerbook and iBook 65 Watt,Electronics,1,"I thought that I would save a little money and buy this for my 15 inch PowerBook. It was a major mistake.    Pros:  - Less expensive than the Apple and the Macally cords.  - Sturdier piece that plugs into the computer than the Apple cord.    Cons:  - Constant high pitched noise whenever plugged into an electricity source.  - Occasionally gets too hot to touch, and otherwise it's always very warm when the cord is plugged in.  - Connector to the powerbox has gotten very loose the more the cord has been moved.  - Connector to the computer got very loose very fast; pulls out easily, you have to twist it around and push up on the piece to make it work (I usually use something like a stapler to hold it in place).     Overall:  - This cord is awful. Don't waste your money on it. Go for the Macally (or Apple).",0.1891,positive
C2G/Cables to Go Audio Unlimited SPK-9110 900MHz Wireless Stereo Headphones (Rechargeable),Electronics,5,"great headphones , so comfortable I can fall asleep wearing them, has long battery usage once charged, nice sound quality, and nicely designed charging base",0.9223,positive
"Ecandy Bluetooth Shower Speaker, Water Resistant, Hands Free Portable Speakerphone with Built-in Mic, 6 Hours of Playtime, Bluetooth 3.0, Control Buttons and Dedicated Suction Cup for Showers, Bathroom, Pool, Boat, Car, Beach, and Outdoor Use (Black)",Electronics,5,My niece and her husband love it,0.6369,positive
Timex T309T Alarm Clock Radio with Nature Sounds (Titanium) (Discontinued by Manufacturer),Electronics,3,"My brother won this alarm clock and already had one so he gave it to me.  After trying it for a few weeks, I gave up on it.<br /><br />The nature sounds are pretty bad.  But the worst part of the clock is that the time and alarm can only be changed in minutes.  As someone with an irregular schedule who has to get up at different times on different days, it was very inconvenient to scroll through times minute by minute.<br /><br />Now we just use the thing as a regular clock and a radio to keep the dog company.",-0.918,negative
"2.1mm x 5.5mm DC Plug Extension Cable for Power Adapter, with 1.35mm Plug Converter Set, 25 ft",Electronics,5,"I had some concern reading reviews about problems due to potential voltage drop due to resistance from this length of wire causing some cameras to fail to operate. I used the full length of the wire for three separate cameras, Wanscam outdoor dome cameras. These cameras run 24/7 on patrol, meaning they pan over 200 deg, with 4 stops. The cameras have now been running for six months straight with no issues. I appreciated the inclusion of the different size adapter plugs because I needed to use them.",-0.7096,negative
Sony ICFC414 Clock Radio (Discontinued by Manufacturer),Electronics,5,"This clock radio was exactly what I was looking for, it will wake me up even when the power is out.It has a common Cr2032 backup battery for the clock and the alarm (not the radio). The clock is set from the factory, all you have to do is pick the time zone you are in. No more setting the clock! The radio is sensitive enough to pick up fringe stations and the audio is average, what I would expect from a clock radio. All things considered, I like it!",-0.3987,negative
Rio One 64 MB MP3 Player,Electronics,1,"Huge waste of money. Mine died after a month and wouldn't be taken back. I'm currently looking for a new player with more features, one that is smaller and for around the same price. I highly reccomend to find another device other than the rio one.",-0.6249,negative
"Tripp Lite HDMI over Dual Cat5/Cat6 Extender Wall Plate Kit, Transmitter and Receiver 2",Electronics,5,"I love this surge protector because it has 10 outlets for all my electronics near my TV, even with some outlets left over. 4 of the outlets are more spaced apart which allows for nearly all large plugs to fit too!",0.7901,positive
